rank,item,train_count,cum_share,group
742,1125,26,0.8974438682511198,long_tail
743,576,25,0.8977971202893841,long_tail
744,607,25,0.8981503723276484,long_tail
745,610,25,0.8985036243659126,long_tail
746,693,25,0.8988568764041769,long_tail
747,795,25,0.8992101284424411,long_tail
748,1012,25,0.8995633804807054,long_tail
749,1060,25,0.8999166325189696,long_tail
750,1108,25,0.9002698845572339,long_tail
751,1216,25,0.9006231365954982,long_tail
752,1219,25,0.9009763886337624,long_tail
753,1243,25,0.9013296406720267,long_tail
754,1266,25,0.9016828927102909,long_tail
755,582,24,0.9020220146670246,long_tail
756,722,24,0.9023611366237583,long_tail
757,742,24,0.902700258580492,long_tail
758,801,24,0.9030393805372257,long_tail
759,873,24,0.9033785024939593,long_tail
760,877,24,0.903717624450693,long_tail
761,950,24,0.9040567464074267,long_tail
762,954,24,0.9043958683641604,long_tail
763,978,24,0.9047349903208941,long_tail
764,988,24,0.9050741122776278,long_tail
765,1019,24,0.9054132342343615,long_tail
766,1088,24,0.9057523561910952,long_tail
767,328,23,0.9060773480662984,long_tail
768,397,23,0.9064023399415014,long_tail
769,456,23,0.9067273318167046,long_tail
770,499,23,0.9070523236919077,long_tail
771,604,23,0.9073773155671109,long_tail
772,773,23,0.907702307442314,long_tail
773,804,23,0.908027299317517,long_tail
774,901,23,0.9083522911927202,long_tail
775,1022,23,0.9086772830679233,long_tail
776,1089,23,0.9090022749431265,long_tail
777,1214,23,0.9093272668183295,long_tail
778,307,22,0.9096381286120021,long_tail
779,308,22,0.9099489904056747,long_tail
780,521,22,0.9102598521993472,long_tail
781,562,22,0.9105707139930197,long_tail
782,629,22,0.9108815757866923,long_tail
783,669,22,0.9111924375803648,long_tail
784,828,22,0.9115032993740374,long_tail
785,1041,22,0.91181416116771,long_tail
786,1094,22,0.9121250229613825,long_tail
787,1136,22,0.912435884755055,long_tail
788,1159,22,0.9127467465487276,long_tail
789,1169,22,0.9130576083424001,long_tail
790,1225,22,0.9133684701360727,long_tail
791,5,21,0.9136652018482146,long_tail
792,77,21,0.9139619335603566,long_tail
793,425,21,0.9142586652724987,long_tail
794,571,21,0.9145553969846406,long_tail
795,579,21,0.9148521286967826,long_tail
796,612,21,0.9151488604089245,long_tail
797,643,21,0.9154455921210666,long_tail
798,833,21,0.9157423238332085,long_tail
799,842,21,0.9160390555453505,long_tail
800,935,21,0.9163357872574924,long_tail
801,949,21,0.9166325189696345,long_tail
802,970,21,0.9169292506817764,long_tail
803,1114,21,0.9172259823939184,long_tail
804,109,20,0.9175085840245298,long_tail
805,252,20,0.9177911856551413,long_tail
806,351,20,0.9180737872857526,long_tail
807,361,20,0.9183563889163641,long_tail
808,388,20,0.9186389905469755,long_tail
809,679,20,0.9189215921775868,long_tail
810,763,20,0.9192041938081983,long_tail
811,778,20,0.9194867954388097,long_tail
812,799,20,0.9197693970694211,long_tail
813,939,20,0.9200519987000325,long_tail
814,960,20,0.920334600330644,long_tail
815,973,20,0.9206172019612553,long_tail
816,977,20,0.9208998035918667,long_tail
817,989,20,0.9211824052224782,long_tail
818,1021,20,0.9214650068530895,long_tail
819,1039,20,0.921747608483701,long_tail
820,1044,20,0.9220302101143124,long_tail
821,1051,20,0.9223128117449237,long_tail
822,1128,20,0.9225954133755352,long_tail
823,1131,20,0.9228780150061466,long_tail
824,1135,20,0.923160616636758,long_tail
825,1221,20,0.9234432182673694,long_tail
826,1239,20,0.9237258198979809,long_tail
827,45,19,0.9239942914470617,long_tail
828,375,19,0.9242627629961425,long_tail
829,729,19,0.9245312345452233,long_tail
830,764,19,0.9247997060943042,long_tail
831,817,19,0.925068177643385,long_tail
832,862,19,0.9253366491924658,long_tail
833,1017,19,0.9256051207415467,long_tail
834,1018,19,0.9258735922906275,long_tail
835,1033,19,0.9261420638397083,long_tail
836,1035,19,0.9264105353887891,long_tail
837,1048,19,0.9266790069378701,long_tail
838,1193,19,0.9269474784869509,long_tail
839,1230,19,0.9272159500360317,long_tail
840,382,18,0.927470291503582,long_tail
841,414,18,0.9277246329711323,long_tail
842,421,18,0.9279789744386825,long_tail
843,458,18,0.9282333159062328,long_tail
844,459,18,0.928487657373783,long_tail
845,536,18,0.9287419988413333,long_tail
846,550,18,0.9289963403088836,long_tail
847,807,18,0.9292506817764339,long_tail
848,836,18,0.9295050232439841,long_tail
849,841,18,0.9297593647115344,long_tail
850,937,18,0.9300137061790846,long_tail
851,985,18,0.930268047646635,long_tail
852,994,18,0.9305223891141852,long_tail
853,1004,18,0.9307767305817355,long_tail
854,1052,18,0.9310310720492857,long_tail
855,1132,18,0.931285413516836,long_tail
856,1148,18,0.9315397549843862,long_tail
857,1156,18,0.9317940964519366,long_tail
858,1283,18,0.9320484379194868,long_tail
859,1410,18,0.9323027793870371,long_tail
860,148,17,0.9325429907730568,long_tail
861,644,17,0.9327832021590765,long_tail
862,680,17,0.9330234135450961,long_tail
863,703,17,0.9332636249311158,long_tail
864,733,17,0.9335038363171355,long_tail
865,737,17,0.9337440477031552,long_tail
866,752,17,0.9339842590891749,long_tail
867,774,17,0.9342244704751946,long_tail
868,835,17,0.9344646818612143,long_tail
869,868,17,0.934704893247234,long_tail
870,904,17,0.9349451046332538,long_tail
871,952,17,0.9351853160192735,long_tail
872,990,17,0.9354255274052932,long_tail
873,1032,17,0.9356657387913129,long_tail
874,1069,17,0.9359059501773325,long_tail
875,1112,17,0.9361461615633522,long_tail
876,1116,17,0.9363863729493719,long_tail
877,1162,17,0.9366265843353916,long_tail
878,1217,17,0.9368667957214113,long_tail
879,1282,17,0.937107007107431,long_tail
880,129,16,0.9373330884119201,long_tail
881,347,16,0.9375591697164093,long_tail
882,387,16,0.9377852510208984,long_tail
883,463,16,0.9380113323253875,long_tail
884,563,16,0.9382374136298767,long_tail
885,570,16,0.9384634949343658,long_tail
886,600,16,0.9386895762388549,long_tail
887,718,16,0.938915657543344,long_tail
888,815,16,0.9391417388478331,long_tail
889,905,16,0.9393678201523222,long_tail
890,932,16,0.9395939014568114,long_tail
891,965,16,0.9398199827613005,long_tail
892,984,16,0.9400460640657896,long_tail
893,1029,16,0.9402721453702788,long_tail
894,1083,16,0.9404982266747679,long_tail
895,1146,16,0.940724307979257,long_tail
896,1151,16,0.9409503892837462,long_tail
897,1175,16,0.9411764705882353,long_tail
898,1244,16,0.9414025518927244,long_tail
899,1295,16,0.9416286331972136,long_tail
900,1314,16,0.9418547145017027,long_tail
901,1406,16,0.9420807958061918,long_tail
902,83,15,0.9422927470291503,long_tail
903,350,15,0.9425046982521089,long_tail
904,444,15,0.9427166494750675,long_tail
905,531,15,0.942928600698026,long_tail
906,542,15,0.9431405519209846,long_tail
907,633,15,0.9433525031439431,long_tail
908,744,15,0.9435644543669017,long_tail
909,831,15,0.9437764055898602,long_tail
910,893,15,0.9439883568128188,long_tail
911,903,15,0.9442003080357774,long_tail
912,907,15,0.944412259258736,long_tail
913,959,15,0.9446242104816944,long_tail
914,961,15,0.944836161704653,long_tail
915,971,15,0.9450481129276116,long_tail
916,981,15,0.9452600641505702,long_tail
917,1000,15,0.9454720153735287,long_tail
918,1056,15,0.9456839665964872,long_tail
919,1106,15,0.9458959178194458,long_tail
920,1167,15,0.9461078690424044,long_tail
921,1184,15,0.9463198202653629,long_tail
922,1198,15,0.9465317714883215,long_tail
923,1205,15,0.94674372271128,long_tail
924,1207,15,0.9469556739342386,long_tail
925,1257,15,0.9471676251571971,long_tail
926,1276,15,0.9473795763801557,long_tail
927,137,14,0.9475773975215837,long_tail
928,278,14,0.9477752186630117,long_tail
929,334,14,0.9479730398044397,long_tail
930,374,14,0.9481708609458677,long_tail
931,556,14,0.9483686820872956,long_tail
932,589,14,0.9485665032287236,long_tail
933,617,14,0.9487643243701516,long_tail
934,634,14,0.9489621455115796,long_tail
935,717,14,0.9491599666530076,long_tail
936,724,14,0.9493577877944356,long_tail
937,864,14,0.9495556089358635,long_tail
938,902,14,0.9497534300772915,long_tail
939,967,14,0.9499512512187195,long_tail
940,1036,14,0.9501490723601476,long_tail
941,1053,14,0.9503468935015755,long_tail
942,1085,14,0.9505447146430035,long_tail
943,1177,14,0.9507425357844315,long_tail
944,1182,14,0.9509403569258594,long_tail
945,1202,14,0.9511381780672874,long_tail
946,1229,14,0.9513359992087155,long_tail
947,1443,14,0.9515338203501434,long_tail
948,111,13,0.9517175114100408,long_tail
949,255,13,0.9519012024699383,long_tail
950,319,13,0.9520848935298357,long_tail
951,399,13,0.9522685845897331,long_tail
952,439,13,0.9524522756496305,long_tail
953,564,13,0.9526359667095279,long_tail
954,616,13,0.9528196577694253,long_tail
955,623,13,0.9530033488293227,long_tail
956,694,13,0.9531870398892202,long_tail
957,757,13,0.9533707309491176,long_tail
958,772,13,0.953554422009015,long_tail
959,794,13,0.9537381130689124,long_tail
960,811,13,0.9539218041288098,long_tail
961,915,13,0.9541054951887072,long_tail
962,964,13,0.9542891862486047,long_tail
963,1005,13,0.954472877308502,long_tail
964,1077,13,0.9546565683683995,long_tail
965,1096,13,0.9548402594282969,long_tail
966,1102,13,0.9550239504881943,long_tail
967,1152,13,0.9552076415480917,long_tail
968,1203,13,0.9553913326079891,long_tail
969,1247,13,0.9555750236678866,long_tail
970,1264,13,0.955758714727784,long_tail
971,1310,13,0.9559424057876814,long_tail
972,102,12,0.9561119667660483,long_tail
973,262,12,0.9562815277444151,long_tail
974,423,12,0.956451088722782,long_tail
975,559,12,0.9566206497011488,long_tail
976,578,12,0.9567902106795156,long_tail
977,810,12,0.9569597716578825,long_tail
978,820,12,0.9571293326362493,long_tail
979,979,12,0.9572988936146162,long_tail
980,1023,12,0.957468454592983,long_tail
981,1031,12,0.9576380155713499,long_tail
982,1037,12,0.9578075765497167,long_tail
983,1065,12,0.9579771375280836,long_tail
984,1068,12,0.9581466985064504,long_tail
985,1092,12,0.9583162594848172,long_tail
986,1111,12,0.9584858204631841,long_tail
987,1115,12,0.9586553814415509,long_tail
988,1119,12,0.9588249424199178,long_tail
989,1120,12,0.9589945033982846,long_tail
990,1139,12,0.9591640643766515,long_tail
991,1224,12,0.9593336253550183,long_tail
992,1272,12,0.9595031863333852,long_tail
993,1285,12,0.959672747311752,long_tail
994,1290,12,0.9598423082901189,long_tail
995,1302,12,0.9600118692684857,long_tail
996,1400,12,0.9601814302468525,long_tail
997,1445,12,0.9603509912252194,long_tail
998,1477,12,0.9605205522035862,long_tail
999,336,11,0.9606759831004225,long_tail
1000,453,11,0.9608314139972588,long_tail
1001,547,11,0.960986844894095,long_tail
1002,690,11,0.9611422757909314,long_tail
1003,699,11,0.9612977066877676,long_tail
1004,702,11,0.9614531375846038,long_tail
1005,786,11,0.9616085684814402,long_tail
1006,852,11,0.9617639993782764,long_tail
1007,861,11,0.9619194302751127,long_tail
1008,946,11,0.962074861171949,long_tail
1009,982,11,0.9622302920687852,long_tail
1010,997,11,0.9623857229656215,long_tail
1011,1061,11,0.9625411538624578,long_tail
1012,1070,11,0.9626965847592941,long_tail
1013,1123,11,0.9628520156561303,long_tail
1014,1127,11,0.9630074465529667,long_tail
1015,1142,11,0.9631628774498029,long_tail
1016,1208,11,0.9633183083466391,long_tail
1017,1218,11,0.9634737392434755,long_tail
1018,1228,11,0.9636291701403117,long_tail
1019,1231,11,0.963784601037148,long_tail
1020,1238,11,0.9639400319339843,long_tail
1021,1262,11,0.9640954628308205,long_tail
1022,1277,11,0.9642508937276568,long_tail
1023,1482,11,0.964406324624493,long_tail
1024,358,10,0.9645476254397988,long_tail
1025,376,10,0.9646889262551045,long_tail
1026,396,10,0.9648302270704102,long_tail
1027,452,10,0.9649715278857159,long_tail
1028,544,10,0.9651128287010216,long_tail
1029,573,10,0.9652541295163273,long_tail
1030,668,10,0.965395430331633,long_tail
1031,785,10,0.9655367311469387,long_tail
1032,800,10,0.9656780319622444,long_tail
1033,827,10,0.9658193327775502,long_tail
1034,884,10,0.9659606335928558,long_tail
1035,892,10,0.9661019344081615,long_tail
1036,900,10,0.9662432352234672,long_tail
1037,957,10,0.966384536038773,long_tail
1038,975,10,0.9665258368540787,long_tail
1039,996,10,0.9666671376693844,long_tail
1040,1067,10,0.96680843848469,long_tail
1041,1091,10,0.9669497392999957,long_tail
1042,1098,10,0.9670910401153014,long_tail
1043,1126,10,0.9672323409306072,long_tail
1044,1164,10,0.9673736417459129,long_tail
1045,1194,10,0.9675149425612186,long_tail
1046,1210,10,0.9676562433765242,long_tail
1047,1223,10,0.96779754419183,long_tail
1048,1279,10,0.9679388450071357,long_tail
1049,1334,10,0.9680801458224414,long_tail
1050,1403,10,0.9682214466377471,long_tail
1051,1420,10,0.9683627474530528,long_tail
1052,35,9,0.968489918186828,long_tail
1053,114,9,0.968617088920603,long_tail
1054,352,9,0.9687442596543782,long_tail
1055,535,9,0.9688714303881534,long_tail
1056,666,9,0.9689986011219285,long_tail
1057,713,9,0.9691257718557036,long_tail
1058,725,9,0.9692529425894787,long_tail
1059,732,9,0.9693801133232539,long_tail
1060,853,9,0.969507284057029,long_tail
1061,858,9,0.9696344547908041,long_tail
1062,908,9,0.9697616255245792,long_tail
1063,953,9,0.9698887962583544,long_tail
1064,995,9,0.9700159669921296,long_tail
1065,1003,9,0.9701431377259047,long_tail
1066,1028,9,0.9702703084596798,long_tail
1067,1087,9,0.970397479193455,long_tail
1068,1104,9,0.9705246499272301,long_tail
1069,1130,9,0.9706518206610052,long_tail
1070,1158,9,0.9707789913947803,long_tail
1071,1165,9,0.9709061621285555,long_tail
1072,1170,9,0.9710333328623306,long_tail
1073,1171,9,0.9711605035961057,long_tail
1074,1179,9,0.9712876743298808,long_tail
1075,1181,9,0.971414845063656,long_tail
1076,1186,9,0.9715420157974312,long_tail
1077,1191,9,0.9716691865312063,long_tail
1078,1206,9,0.9717963572649814,long_tail
1079,1268,9,0.9719235279987566,long_tail
1080,1284,9,0.9720506987325317,long_tail
1081,1297,9,0.9721778694663068,long_tail
1082,1312,9,0.9723050402000819,long_tail
1083,1427,9,0.9724322109338571,long_tail
1084,1502,9,0.9725593816676322,long_tail
1085,359,8,0.9726724223198768,long_tail
1086,360,8,0.9727854629721213,long_tail
1087,532,8,0.9728985036243659,long_tail
1088,533,8,0.9730115442766105,long_tail
1089,620,8,0.973124584928855,long_tail
1090,697,8,0.9732376255810996,long_tail
1091,765,8,0.9733506662333442,long_tail
1092,802,8,0.9734637068855887,long_tail
1093,834,8,0.9735767475378333,long_tail
1094,887,8,0.9736897881900779,long_tail
1095,914,8,0.9738028288423224,long_tail
1096,963,8,0.973915869494567,long_tail
1097,966,8,0.9740289101468116,long_tail
1098,969,8,0.9741419507990561,long_tail
1099,998,8,0.9742549914513007,long_tail
1100,1014,8,0.9743680321035453,long_tail
1101,1055,8,0.9744810727557898,long_tail
1102,1057,8,0.9745941134080344,long_tail
1103,1093,8,0.974707154060279,long_tail
1104,1140,8,0.9748201947125235,long_tail
1105,1160,8,0.9749332353647681,long_tail
1106,1166,8,0.9750462760170127,long_tail
1107,1168,8,0.9751593166692571,long_tail
1108,1248,8,0.9752723573215017,long_tail
1109,1251,8,0.9753853979737463,long_tail
1110,1265,8,0.9754984386259908,long_tail
1111,1296,8,0.9756114792782354,long_tail
1112,1299,8,0.97572451993048,long_tail
1113,1335,8,0.9758375605827245,long_tail
1114,1374,8,0.9759506012349691,long_tail
1115,1418,8,0.9760636418872137,long_tail
1116,1424,8,0.9761766825394582,long_tail
1117,1425,8,0.9762897231917028,long_tail
1118,1450,8,0.9764027638439474,long_tail
1119,1468,8,0.9765158044961919,long_tail
1120,1472,8,0.9766288451484365,long_tail
1121,1474,8,0.9767418858006811,long_tail
1122,1614,8,0.9768549264529256,long_tail
1123,373,7,0.9769538370236396,long_tail
1124,554,7,0.9770527475943536,long_tail
1125,555,7,0.9771516581650677,long_tail
1126,586,7,0.9772505687357816,long_tail
1127,766,7,0.9773494793064956,long_tail
1128,790,7,0.9774483898772096,long_tail
1129,792,7,0.9775473004479236,long_tail
1130,797,7,0.9776462110186376,long_tail
1131,859,7,0.9777451215893516,long_tail
1132,882,7,0.9778440321600655,long_tail
1133,888,7,0.9779429427307795,long_tail
1134,913,7,0.9780418533014935,long_tail
1135,1030,7,0.9781407638722075,long_tail
1136,1042,7,0.9782396744429215,long_tail
1137,1054,7,0.9783385850136356,long_tail
1138,1075,7,0.9784374955843496,long_tail
1139,1101,7,0.9785364061550635,long_tail
1140,1144,7,0.9786353167257775,long_tail
1141,1153,7,0.9787342272964915,long_tail
1142,1172,7,0.9788331378672055,long_tail
1143,1178,7,0.9789320484379195,long_tail
1144,1192,7,0.9790309590086335,long_tail
1145,1213,7,0.9791298695793474,long_tail
1146,1254,7,0.9792287801500614,long_tail
1147,1261,7,0.9793276907207754,long_tail
1148,1263,7,0.9794266012914895,long_tail
1149,1278,7,0.9795255118622035,long_tail
1150,1280,7,0.9796244224329175,long_tail
1151,1287,7,0.9797233330036315,long_tail
1152,1294,7,0.9798222435743454,long_tail
1153,1313,7,0.9799211541450594,long_tail
1154,1336,7,0.9800200647157734,long_tail
1155,1392,7,0.9801189752864874,long_tail
1156,1399,7,0.9802178858572014,long_tail
1157,1433,7,0.9803167964279154,long_tail
1158,1438,7,0.9804157069986293,long_tail
1159,1479,7,0.9805146175693433,long_tail
1160,17,6,0.9805993980585268,long_tail
1161,34,6,0.9806841785477102,long_tail
1162,145,6,0.9807689590368937,long_tail
1163,389,6,0.980853739526077,long_tail
1164,393,6,0.9809385200152605,long_tail
1165,592,6,0.9810233005044439,long_tail
1166,700,6,0.9811080809936273,long_tail
1167,758,6,0.9811928614828107,long_tail
1168,775,6,0.9812776419719942,long_tail
1169,781,6,0.9813624224611776,long_tail
1170,806,6,0.981447202950361,long_tail
1171,869,6,0.9815319834395444,long_tail
1172,916,6,0.9816167639287279,long_tail
1173,934,6,0.9817015444179112,long_tail
1174,1080,6,0.9817863249070947,long_tail
1175,1081,6,0.9818711053962781,long_tail
1176,1084,6,0.9819558858854616,long_tail
1177,1086,6,0.9820406663746449,long_tail
1178,1099,6,0.9821254468638284,long_tail
1179,1147,6,0.9822102273530118,long_tail
1180,1150,6,0.9822950078421953,long_tail
1181,1163,6,0.9823797883313786,long_tail
1182,1180,6,0.9824645688205621,long_tail
1183,1183,6,0.9825493493097455,long_tail
1184,1189,6,0.982634129798929,long_tail
1185,1199,6,0.9827189102881123,long_tail
1186,1201,6,0.9828036907772958,long_tail
1187,1232,6,0.9828884712664792,long_tail
1188,1237,6,0.9829732517556626,long_tail
1189,1240,6,0.983058032244846,long_tail
1190,1253,6,0.9831428127340295,long_tail
1191,1273,6,0.9832275932232128,long_tail
1192,1281,6,0.9833123737123963,long_tail
1193,1288,6,0.9833971542015797,long_tail
1194,1298,6,0.9834819346907632,long_tail
1195,1315,6,0.9835667151799465,long_tail
1196,1367,6,0.98365149566913,long_tail
1197,1375,6,0.9837362761583134,long_tail
1198,1380,6,0.9838210566474969,long_tail
1199,1434,6,0.9839058371366802,long_tail
1200,1436,6,0.9839906176258637,long_tail
1201,1467,6,0.9840753981150471,long_tail
1202,1513,6,0.9841601786042306,long_tail
1203,1517,6,0.9842449590934139,long_tail
1204,1526,6,0.9843297395825974,long_tail
1205,1619,6,0.9844145200717808,long_tail
1206,33,5,0.9844851704794336,long_tail
1207,36,5,0.9845558208870865,long_tail
1208,73,5,0.9846264712947393,long_tail
1209,74,5,0.9846971217023922,long_tail
1210,266,5,0.9847677721100451,long_tail
1211,295,5,0.9848384225176979,long_tail
1212,313,5,0.9849090729253508,long_tail
1213,340,5,0.9849797233330037,long_tail
1214,445,5,0.9850503737406565,long_tail
1215,591,5,0.9851210241483094,long_tail
1216,593,5,0.9851916745559622,long_tail
1217,705,5,0.985262324963615,long_tail
1218,803,5,0.9853329753712678,long_tail
1219,847,5,0.9854036257789207,long_tail
1220,866,5,0.9854742761865736,long_tail
1221,867,5,0.9855449265942264,long_tail
1222,898,5,0.9856155770018793,long_tail
1223,911,5,0.9856862274095322,long_tail
1224,917,5,0.985756877817185,long_tail
1225,999,5,0.9858275282248379,long_tail
1226,1071,5,0.9858981786324907,long_tail
1227,1074,5,0.9859688290401436,long_tail
1228,1076,5,0.9860394794477965,long_tail
1229,1082,5,0.9861101298554492,long_tail
1230,1110,5,0.9861807802631021,long_tail
1231,1113,5,0.9862514306707549,long_tail
1232,1149,5,0.9863220810784078,long_tail
1233,1173,5,0.9863927314860607,long_tail
1234,1176,5,0.9864633818937135,long_tail
1235,1211,5,0.9865340323013664,long_tail
1236,1212,5,0.9866046827090192,long_tail
1237,1215,5,0.9866753331166721,long_tail
1238,1226,5,0.986745983524325,long_tail
1239,1242,5,0.9868166339319778,long_tail
1240,1245,5,0.9868872843396307,long_tail
1241,1246,5,0.9869579347472834,long_tail
1242,1249,5,0.9870285851549363,long_tail
1243,1250,5,0.9870992355625892,long_tail
1244,1252,5,0.987169885970242,long_tail
1245,1286,5,0.9872405363778949,long_tail
1246,1301,5,0.9873111867855477,long_tail
1247,1321,5,0.9873818371932006,long_tail
1248,1343,5,0.9874524876008535,long_tail
1249,1354,5,0.9875231380085063,long_tail
1250,1379,5,0.9875937884161592,long_tail
1251,1385,5,0.987664438823812,long_tail
1252,1387,5,0.9877350892314649,long_tail
1253,1391,5,0.9878057396391177,long_tail
1254,1393,5,0.9878763900467705,long_tail
1255,1394,5,0.9879470404544234,long_tail
1256,1398,5,0.9880176908620762,long_tail
1257,1404,5,0.9880883412697291,long_tail
1258,1412,5,0.988158991677382,long_tail
1259,1414,5,0.9882296420850348,long_tail
1260,1439,5,0.9883002924926877,long_tail
1261,1440,5,0.9883709429003406,long_tail
1262,1448,5,0.9884415933079934,long_tail
1263,1453,5,0.9885122437156463,long_tail
1264,1469,5,0.9885828941232991,long_tail
1265,1470,5,0.9886535445309519,long_tail
1266,1473,5,0.9887241949386048,long_tail
1267,1478,5,0.9887948453462576,long_tail
1268,1494,5,0.9888654957539105,long_tail
1269,1521,5,0.9889361461615633,long_tail
1270,1523,5,0.9890067965692162,long_tail
1271,1530,5,0.9890774469768691,long_tail
1272,1539,5,0.9891480973845219,long_tail
1273,1557,5,0.9892187477921748,long_tail
1274,1597,5,0.9892893981998276,long_tail
1275,246,4,0.9893459185259499,long_tail
1276,437,4,0.9894024388520721,long_tail
1277,642,4,0.9894589591781945,long_tail
1278,821,4,0.9895154795043167,long_tail
1279,850,4,0.989571999830439,long_tail
1280,909,4,0.9896285201565613,long_tail
1281,926,4,0.9896850404826836,long_tail
1282,986,4,0.9897415608088058,long_tail
1283,993,4,0.9897980811349282,long_tail
1284,1001,4,0.9898546014610504,long_tail
1285,1025,4,0.9899111217871727,long_tail
1286,1197,4,0.989967642113295,long_tail
1287,1222,4,0.9900241624394173,long_tail
1288,1233,4,0.9900806827655395,long_tail
1289,1267,4,0.9901372030916619,long_tail
1290,1269,4,0.9901937234177841,long_tail
1291,1270,4,0.9902502437439064,long_tail
1292,1271,4,0.9903067640700287,long_tail
1293,1293,4,0.990363284396151,long_tail
1294,1300,4,0.9904198047222732,long_tail
1295,1304,4,0.9904763250483956,long_tail
1296,1311,4,0.9905328453745178,long_tail
1297,1316,4,0.99058936570064,long_tail
1298,1323,4,0.9906458860267624,long_tail
1299,1337,4,0.9907024063528846,long_tail
1300,1345,4,0.9907589266790069,long_tail
1301,1346,4,0.9908154470051292,long_tail
1302,1381,4,0.9908719673312515,long_tail
1303,1396,4,0.9909284876573737,long_tail
1304,1408,4,0.9909850079834961,long_tail
1305,1411,4,0.9910415283096183,long_tail
1306,1415,4,0.9910980486357406,long_tail
1307,1426,4,0.9911545689618629,long_tail
1308,1441,4,0.9912110892879852,long_tail
1309,1455,4,0.9912676096141074,long_tail
1310,1458,4,0.9913241299402298,long_tail
1311,1461,4,0.991380650266352,long_tail
1312,1486,4,0.9914371705924743,long_tail
1313,1487,4,0.9914936909185966,long_tail
1314,1488,4,0.9915502112447189,long_tail
1315,1500,4,0.9916067315708411,long_tail
1316,1508,4,0.9916632518969635,long_tail
1317,1511,4,0.9917197722230857,long_tail
1318,1516,4,0.991776292549208,long_tail
1319,1520,4,0.9918328128753303,long_tail
1320,1528,4,0.9918893332014526,long_tail
1321,1534,4,0.9919458535275748,long_tail
1322,1554,4,0.9920023738536972,long_tail
1323,1559,4,0.9920588941798194,long_tail
1324,1591,4,0.9921154145059417,long_tail
1325,1604,4,0.992171934832064,long_tail
1326,1607,4,0.9922284551581863,long_tail
1327,103,3,0.992270845402778,long_tail
1328,436,3,0.9923132356473697,long_tail
1329,438,3,0.9923556258919614,long_tail
1330,625,3,0.9923980161365531,long_tail
1331,665,3,0.9924404063811448,long_tail
1332,667,3,0.9924827966257366,long_tail
1333,756,3,0.9925251868703282,long_tail
1334,776,3,0.9925675771149199,long_tail
1335,798,3,0.9926099673595117,long_tail
1336,837,3,0.9926523576041034,long_tail
1337,860,3,0.992694747848695,long_tail
1338,883,3,0.9927371380932868,long_tail
1339,890,3,0.9927795283378785,long_tail
1340,910,3,0.9928219185824703,long_tail
1341,919,3,0.9928643088270619,long_tail
1342,972,3,0.9929066990716536,long_tail
1343,991,3,0.9929490893162454,long_tail
1344,1002,3,0.9929914795608371,long_tail
1345,1063,3,0.9930338698054287,long_tail
1346,1095,3,0.9930762600500205,long_tail
1347,1105,3,0.9931186502946122,long_tail
1348,1107,3,0.993161040539204,long_tail
1349,1122,3,0.9932034307837956,long_tail
1350,1137,3,0.9932458210283873,long_tail
1351,1143,3,0.9932882112729791,long_tail
1352,1145,3,0.9933306015175708,long_tail
1353,1154,3,0.9933729917621624,long_tail
1354,1185,3,0.9934153820067542,long_tail
1355,1188,3,0.9934577722513459,long_tail
1356,1195,3,0.9935001624959376,long_tail
1357,1236,3,0.9935425527405293,long_tail
1358,1259,3,0.993584942985121,long_tail
1359,1274,3,0.9936273332297128,long_tail
1360,1275,3,0.9936697234743045,long_tail
1361,1318,3,0.9937121137188961,long_tail
1362,1325,3,0.9937545039634879,long_tail
1363,1326,3,0.9937968942080796,long_tail
1364,1327,3,0.9938392844526713,long_tail
1365,1329,3,0.993881674697263,long_tail
1366,1332,3,0.9939240649418547,long_tail
1367,1350,3,0.9939664551864464,long_tail
1368,1352,3,0.9940088454310382,long_tail
1369,1355,3,0.9940512356756298,long_tail
1370,1360,3,0.9940936259202215,long_tail
1371,1366,3,0.9941360161648133,long_tail
1372,1368,3,0.994178406409405,long_tail
1373,1376,3,0.9942207966539967,long_tail
1374,1377,3,0.9942631868985884,long_tail
1375,1378,3,0.9943055771431801,long_tail
1376,1382,3,0.9943479673877719,long_tail
1377,1384,3,0.9943903576323635,long_tail
1378,1388,3,0.9944327478769552,long_tail
1379,1395,3,0.994475138121547,long_tail
1380,1407,3,0.9945175283661387,long_tail
1381,1409,3,0.9945599186107303,long_tail
1382,1417,3,0.9946023088553221,long_tail
1383,1421,3,0.9946446990999138,long_tail
1384,1422,3,0.9946870893445056,long_tail
1385,1428,3,0.9947294795890972,long_tail
1386,1429,3,0.9947718698336889,long_tail
1387,1431,3,0.9948142600782807,long_tail
1388,1462,3,0.9948566503228724,long_tail
1389,1465,3,0.994899040567464,long_tail
1390,1484,3,0.9949414308120558,long_tail
1391,1495,3,0.9949838210566475,long_tail
1392,1498,3,0.9950262113012392,long_tail
1393,1512,3,0.9950686015458309,long_tail
1394,1529,3,0.9951109917904226,long_tail
1395,1533,3,0.9951533820350144,long_tail
1396,1536,3,0.9951957722796061,long_tail
1397,1538,3,0.9952381625241977,long_tail
1398,1543,3,0.9952805527687895,long_tail
1399,1588,3,0.9953229430133812,long_tail
1400,1590,3,0.9953653332579729,long_tail
1401,1606,3,0.9954077235025646,long_tail
1402,1622,3,0.9954501137471563,long_tail
1403,1627,3,0.995492503991748,long_tail
1404,1638,3,0.9955348942363398,long_tail
